齐	8
色	8
疫	8
弱	8
案	8
群	8
括	8
支	8
征	8
21	8
往	8
唐	8
200	8
哥	8
脱	8
肿	8
植	8
市	8
敷	8
辣	8
答	8
广	8
秘	8
鞋	8
石	8
啤	8
积	7
弄	7
尔	7
倒	7
键	7
ct	7
律	7
础	7
28	7
联	7
洗	7
羽	7
命	7
缩	7
绝	7
盖	7
穴	7
史	7
虽	7
夏	7
将	7
聚	7
集	7
离	7
匹	7
储	7
许	7
90	7
骑	7
评	7
剧	7
银	7
另	7
临	7
丁	7
守	7
爱	7
咖	7
啡	7
泻	7
兴	7
150	7
酱	7
桃	7
奔	7
蕉	7
士	7
元	7
店	7
普	7
菠	7
拍	6
弹	6
糙	6
门	6
诉	6
交	6
简	6
嚼	6
迈	6
膝	6
18	6
闷	6
氮	6
软	6
淀	6
戒	6
废	6
胺	6
未	6
形	6
~	6
酵	6
碳	6
痒	6
润	6
32	6
价	6
纪	6
吓	6
负	6
落	6
凝	6
呕	6
70	6
抹	6
鲜	6
爷	6
75	6
65	6
搞	6
60	6
寒	6
摘	6
番	6
论	6
河	6
远	6
裸	6
芪	6
馋	6
厚	6
窝	6
宁	6
雌	6
奈	5
趾	5
忽	5
乎	5
社	5
卖	5
锐	5
迪	5
设	5
千	5
输	5
圆	5
绿	5
逐	5
渐	5
碍	5
逆	5
酶	5
衰	5
约	5
掌	5
游	5
酯	5
胱	5
瓶	5
立	5
移	5
慎	5
认	5
欲	5
嘛	5
向	5
胸	5
股	5
附	5
暂	5
27	5
160	5
22	5
朋	5
误	5
66	5
冲	5
佳	5
裂	5
识	5
待	5
巾	5
呈	5
假	5
推	5
场	5
泵	5
110	5
脲	5
橘	5
扩	5
枸	5
杞	5
锅	5
56	5
遇	5
疏	5
薯	5
炸	5
130	5
棉	5
鸣	5
音	5
仅	4
39	4
退	4
饱	4
钱	4
省	4
趋	4
煮	4
糊	4
玩	4
狗	4
遛	4
萎	4
似	4
伐	4
愁	4
此	4
拌	4
陷	4
恐	4
判	4
悲	4
言	4
61	4
甚	4
战	4
52	4
肩	4
荞	4
殊	4
抓	4
喘	4
则	4
⑴	4
⑵	4
⑶	4
矿	4
拿	4
怪	4
端	4
浓	4
握	4
究	4
织	4
渗	4
35	4
26	4
室	4
48	4
既	4
嘌	4
呤	4
63	4
咽	4
忘	4
45	4
湿	4
婆	4
辛	4
件	4
##o	4
浅	4
深	4
勤	4
170	4
阻	4
脘	4
货	4
呗	4
迟	4
##mi	4
益	4
纠	4
念	4
姨	4
茄	4
雨	4
袋	4
瞎	4
蔗	4
秋	4
辈	4
紫	4
丹	4
柚	4
牌	4
谷	4
书	4
锌	4
典	4
铬	4
楂	4
修	4
捷	4
桂	4
扁	4
奋	4
朱	4
折	4
芝	4
狭	4
窄	4
韧	4
焦	4
绳	4
500	4
29	4
菊	4
嗓	4
烧	4
挤	4
腐	4
阶	3
秀	3
02	3
84	3
85	3
扫	3
##cm	3
父	3
栗	3
互	3
##g	3
筛	3
牵	3
迷	3
圈	3
凡	3
弊	3
富	3
古	3
努	3
摸	3
纸	3
碎	3
纤	3
奏	3
慰	3
竟	3
胡	3
躺	3
惑	3
箱	3
恶	3
疽	3
截	3
##t	3
旦	3
遭	3
喽	3
共	3
汁	3
漏	3
##5	3
(	3
)	3
芹	3
黎	3
触	3
谨	3
房	3
滑	3
呼	3
胀	3
春	3
费	3
肺	3
留	3
站	3
105	3
颗	3
忙	3
庭	3
衣	3
脯	3
势	3
示	3
顶	3
醋	3
求	3
僵	3
31	3
乳	3
套	3
校	3
55	3
##4	3
饺	3
篮	3
员	3
400	3
荐	3
罐	3
鼓	3
丝	3
金	3
阜	3
57	3
e	3
际	3
34	3
序	3
恒	3
瘀	3
昏	3
橙	3
洋	3
葱	3
曲	3
59	3
98	3
俩	3
兆	3
勒	3
角	3
尖	3
19	3
钠	3
徽	3
榴	3
呱	3
辽	3
孔	3
喉	3
袜	3
蒸	3
虾	3
尾	3
土	3
飞	3
淋	3
飘	3
装	3
_	3
臂	3
刷	3
炖	3
局	3
踝	3
肱	3
莲	2
陪	2
居	2
06	2
07	2
川	2
梯	2
迫	2
灰	2
揉	2
咱	2
抖	2
疯	2
顺	2
层	2
92	2
礼	2
螺	2
旋	2
霉	2
唯	2
略	2
傻	2
残	2
165	2
犊	2
句	2
怖	2
索	2
刑	2
胜	2
h	2
##c	2
写	2
胛	2
莫	2
丢	2
谁	2
41	2
罗	2
氏	2
却	2
闲	2
遍	2
聊	2
幸	2
奇	2
n	2
o	2
##gt	2
顾	2
若	2
挥	2
痊	2
300	2
扯	2
47	2
03	2
81	2
洒	2
159	2
33	2
诱	2
169	2
协	2
敲	2
惭	2
愧	2
忍	2
梨	2
癌	2
腔	2
婚	2
占	2
懒	2
厂	2
争	2
毕	2
授	2
零	2
缘	2
17	2
152	2
瘤	2
x	2
嘿	2
彼	2
l	2
浇	2
51	2
委	2
屈	2
76	2
搬	2
44	2
腌	2
猪	2
智	2
研	2
磁	2
纳	2
姜	2
哺	2
徘	2
徊	2
馍	2
世	2
界	2
途	2
独	2
菇	2
享	2
仁	2
##pp	2
榨	2
勺	2
薄	2
04	2
慕	2
励	2
泄	2
'	2
闭	2
铁	2
64	2
喔	2
模	2
78	2
68	2
49	2
州	2
章	2
额	2
88	2
沉	2
黏	2
i	2
志	2
葛	2
镶	2
##20	2
##18	2
##0	2
36	2
泳	2
罢	2
悸	2
送	2
阈	2
##i	2
弯	2
扰	2
鸭	2
膳	2
弃	2
职	2
蛮	2
抬	2
封	2
酚	2
剩	2
酬	2
100ml	2
杰	2
稀	2
竭	2
芦	2
笋	2
擦	2
踩	2
踏	2
伴	2
##3	2
救	2
镜	2
御	2
歌	2
忌	2
疙	2
瘩	2
浙	2
呃	2
蓝	2
催	2
舞	2
俗	2
繁	2
雷	2
阑	2
辨	2
腾	2
69	2
吨	2
梅	2
屋	2
丙	2
硫	2
嘧	2
啶	2
历	2
泉	2
厕	2
運	2
動	2
過	2
溃	2
疡	2
筋	2
挡	2
吁	2
倡	2
嗷	2
5m	2
*	2
##h	2
爆	2
销	2
塌	2
字	2
垂	2
蔷	2
薇	2
膏	2
泪	2
琪	2
码	2
玛	2
野	2
胳	2
膊	2
旧	2
萌	2
柑	2
薏	2
欠	2
贼	2
嗡	2
瘫	2
00	2
钝	2
髓	2
财	2
卵	2
巢	2
巧	2
<PAD>	1
<UNK>	1
藕	1
挑	1
飚	1
89	1
115	1
214	1
喊	1
挨	1
姿	1
dr	1
喂	1
151	1
霖	1
军	1
粳	1
勃	1
烂	1
迅	1
05	1
##b	1
##12	1
抱	1
逛	1
浮	1
2m	1
澡	1
某	1
沾	1
荤	1
毅	1
帕	1
托	1
b6	1
忆	1
臭	1
眩	1
寸	1
凹	1
72	1
茫	1
坠	1
穷	1
哀	1
叹	1
172	1
姑	1
娘	1
##ba	1
##1	1
磨	1
距	1
155	1
恨	1
仔	1
⑷	1
宏	1
146	1
##kg	1
云	1
垃	1
圾	1
磷	1
壁	1
归	1
援	1
武	1
灾	1
祸	1
惧	1
fa	1
##s	1
贮	1
凶	1
膀	1
180	1
磕	1
籽	1
71	1
186	1
坦	1
孜	1
188	1
##x	1
##19	1
β	1
96	1
456	1
內	1
采	1
丧	1
景	1
涩	1
责	1
寿	1
亡	1
馆	1
晩	1
卫	1
故	1
77	1
彩	1
详	1
尚	1
称	1
殆	1
112	1
106	1
潴	1
锁	1
媚	1
境	1
拖	1
貌	1
允	1
脸	1
亚	1
洲	1
耽	1
宽	1
泛	1
晗	1
220	1
台	1
遵	1
嘱	1
俞	1
毎	1
113	1
ok	1
岂	1
67	1
##min	1
l2	1
蟹	1
佛	1
睾	1
ed	1
t	1
户	1
树	1
旺	1
烘	1
域	1
梁	1
柱	1
呆	1
仍	1
芋	1
尝	1
民	1
齿	1
祝	1
录	1
技	1
堂	1
搭	1
蘑	1
课	1
棵	1
2015	1
##15	1
502	1
##00	1
##ml	1
250	1
羡	1
唬	1
掰	1
k	1
##et	1
嫩	1
伟	1
匮	1
昆	1
罕	1
dm	1
##13	1
权	1
97	1
犯	1
54	1
119	1
192	1
183	1
167	1
87	1
介	1
绍	1
呐	1
忒	1
恭	1
糟	1
碴	1
灯	1
盏	1
资	1
靶	1
惫	1
鞭	1
亿	1
懈	1
级	1
;	1
174	1
79	1
振	1
猕	1
猴	1
丰	1
162	1
厘	1
142	1
231	1
##30	1
##60	1
311	1
灶	1
刹	1
43	1
58	1
爪	1
##xx	1
聪	1
族	1
38	1
335	1
劝	1
##24	1
警	1
惕	1
惨	1
哟	1
摧	1
脾	1
兜	1
愣	1
淌	1
玫	1
瑰	1
巳	1
颅	1
145	1
逸	1
钻	1
瘾	1
贪	1
锦	1
皿	1
雪	1
酪	1
铃	1
愿	1
幅	1
私	1
挖	1
噎	1
42	1
vi	1
##d	1
娃	1
卷	1
悔	1
屑	1
09	1
涛	1
拆	1
付	1
荔	1
枝	1
阔	1
坎	1
割	1
殖	1
碱	1
盂	1
秦	1
皇	1
281	1
叉	1
踢	1
播	1
惊	1
册	1
梦	1
庸	1
惜	1
材	1
》	1
津	1
闻	1
瘙	1
令	1
兰	1
竹	1
彻	1
窗	1
羚	1
尘	1
予	1
挫	1
r	1
岔	1
赵	1
座	1
贺	1
涌	1
cr	1
##p	1
斗	1
济	1
港	1
湾	1
個	1
時	1
划	1
脖	1
p	1
q	1
摔	1
瞳	1
氯	1
桶	1
草	1
nt	1
颤	1
##np	1
np	1
碰	1
撞	1
赛	1
捂	1
暴	1
露	1
讨	1
厌	1
n1	1
吉	1
曾	1
练	1
瑜	1
伽	1
拳	1
渠	1
玻	1
璃	1
疆	1
创	1
158	1
##50	1
窟	1
窿	1
漱	1
罪	1
洞	1
墨	1
飙	1
圣	1
承	1
雾	1
霾	1
猫	1
鲫	1
穗	1
蒜	1
薹	1
盯	1
pen	1
##gle	1
82	1
碘	1
邦	1
呜	1
窦	1
wp	1
##w	1
融	1
陈	1
福	1
朴	1
掺	1
2400	1
懵	1
憾	1
陕	1
商	1
淤	1
忠	1
1200	1
1700	1
逼	1
遐	1
暗	1
践	1
脆	1
媳	1
裳	1
措	1
施	1
汉	1
堡	1
绎	1
姐	1
浑	1
哆	1
嗦	1
魔	1
兽	1
戏	1
获	1
锯	1
叱	1
侯	1
晓	1
绞	1
900	1
157	1
豌	1
净	1
現	1
糯	1
虫	1
it	1
##du	1
125	1
申	1
伸	1
蹄	1
荸	1
荠	1
咳	1
躁	1
忧	1
坤	1
束	1
刀	1
禁	1
烤	1
99	1
丶	1
闹	1
宫	1
46	1
携	1
